loan_id,customer_id,start_date,principal,interest_rate_annual,term_months,status,delinquency_bucket,npl_flag
L503797,C100702,2023-12-25,500.0,0.167,36,paid_off,0-30,0
L503798,C105318,2022-02-03,500.0,0.12,12,current,0-30,0
L503799,C106487,2025-01-22,500.0,0.085,18,delinquent,31-60,0
L503800,C102355,2023-02-02,500.0,0.194,48,current,31-60,0
L503801,C102608,2023-05-12,500.0,0.094,36,paid_off,0-30,0
L503802,C100536,2024-04-07,500.0,0.143,24,current,0-30,0
L503803,C100668,14/10/2023,500.0,0.13,36,paid_off,0-30,0
L503804,C102130,2023-07-29,500.0,0.134,36,default,charge-off,1
L503805,C106852,2024-08-24,500.0,0.089,24,paid_off,0-30,0
L503806,C103043,2024-09-14,500.0,0.097,12,current,31-60,0
L503807,C105468,2025-02-25,500.0,0.067,36,current,0-30,0
L503808,C103560,2022-10-03,500.0,0.12,24,paid_off,0-30,0
L503809,C102869,2023-02-04,500.0,0.112,12,delinquent,31-60,0
L503810,C100655,2024-09-07,500.0,0.128,6,current,0-30,0
L503811,C106084,2023-01-28,500.0,0.12,12,paid_off,0-30,0
L503812,C107853,2025-08-26,500.0,0.077,36,current,0-30,0
L503813,C106567,24/08/2023,500.0,0.089,12,current,0-30,0
L503814,C107909,2022-03-25,500.0,0.113,24,paid_off,0-30,0
L503815,C100286,2022-08-10,500.0,0.109,24,paid_off,0-30,0
L503816,C101116,2023-09-18,500.0,0.102,18,current ,31-60,0
L503817,C105614,2022-02-14,500.0,0.193,6,current,31-60,0
L503818,C101964,2024-07-03,500.0,0.129,12,paid_off,0-30,0
L503819,C107471,2025-08-11,500.0,0.073,12,current,31-60,0
L503820,C102901,2025-03-29,500.0,0.121,36,current ,0-30,0
L503821,C107412,2025-08-28,500.0,0.083,24,delinquent,61-90,1
L503822,C100281,2022-11-17,500.0,0.142,12,delinquent,31-60,0
L503823,C107963,2022-01-12,500.0,0.174,24,paid_off,0-30,0
L503824,C107534,2023-02-23,500.0,0.099,36,current,0-30,0
L503825,C103344,2024-03-29,500.0,0.08,18,current,31-60,0
L503826,C104129,2022-09-18,500.0,0.086,12,paid_off,0-30,0
L503827,C107056,2022-05-16,500.0,0.107,24,current,31-60,0
L503828,C106455,27/10/2022,500.0,0.197,36,paid_off,0-30,0
L503829,C106382,2022-11-13,500.0,0.108,12,current,0-30,0
L503830,C101846,25/01/2023,500.0,0.15,12,current,0-30,0
L503831,C107184,2024-01-08,500.0,0.106,36,current,31-60,0
L503832,C106377,2022-01-07,500.0,0.072,18,paid_off,0-30,0
L503833,C103408,2024-04-24,500.0,0.142,24,default,>90,1
L503834,C106023,2023-03-16,500.0,0.141,6,default,>90,1
L503835,C101240,2024-01-14,500.0,0.125,18,delinquent,31-60 ,0
L503836,C105092,09/03/2023,500.0,0.126,12,paid_off,0-30,0
L503837,C103495,2024-05-19,500.0,0.058,24,current,31-60,0
L503838,C105058,26/03/2025,500.0,0.133,36,current,0-30,0
L503839,C105606,12/01/2023,500.0,0.162,18,current,0-30,0
L503840,C106104,2023-04-17,500.0,0.078,12,current,0-30,0
L503841,C100437,01/06/2024,500.0,0.129,18,current,0-30,0
L503842,C100518,2022-06-26,500.0,0.147,24,current,0-30,0
L503843,C100692,2024-03-01,500.0,0.123,12,current,0-30,0
L503844,C100071,2024-05-11,500.0,0.155,6,default,>90,1
L503845,C105244,05/01/2024,500.0,0.122,36,current,0-30,0
L503846,C102802,2023-02-02,500.0,0.119,12,current,0-30,0
L503847,C105438,2025-01-31,500.0,0.143,36,current,0-30,0
L503848,C102747,2023-11-29,500.0,0.104,24,current,0-30,0
L503849,C107302,05/03/2023,500.0,0.1,36,paid_off,0-30,0
L503850,C105782,2025-04-27,500.0,0.151,24,delinquent,61-90,1
L503851,C101887,2023-12-22,500.0,0.113,24,current,0-30,0
L503852,C102371,2023-02-18,500.0,0.079,48,current,31-60,0
L503853,C100110,2025-06-29,500.0,0.103,12,default,>90,1
L503854,C107457,2024-06-13,500.0,0.115,18,paid_off,0-30,0
L503855,C104639,2022-09-26,500.0,0.086,24,delinquent,31-60,0
L503856,C100394,2023-11-08,500.0,0.115,12,paid_off,0-30,0
L503857,C106214,2024-12-20,500.0,0.124,12,current,0-30,0
L503858,C107567,2023-12-02,500.0,0.097,12,delinquent,31-60,0
L503859,C100292,22/06/2022,500.0,0.094,12,paid_off,0-30,0
L503860,C104224,23/09/2024,500.0,0.074,12,paid_off,0-30,0
L503861,C101546,2023-01-13,500.0,0.12,12,paid_off,0-30,0
L503862,C100261,2022-10-06,500.0,0.076,36,current ,0-30,0
L503863,C101770,2024-08-28,500.0,0.167,48,current,0-30,0
L503864,C102632,2022-03-17,500.0,0.156,12,default,CHARGE-OFF,1
L503865,C104347,2024-03-27,500.0,0.102,36,delinquent,61-90,1
L503866,C103721,2024-06-15,500.0,0.172,24,delinquent,31-60,0
L503867,C107559,10/07/2025,500.0,0.094,24,current,0-30,0
L503868,C105592,28/01/2025,500.0,0.132,36,default, charge-off,1
L503869,C107273,2024-04-29,500.0,0.114,24,paid_off,0-30,0
L503870,C100894,2025-02-01,500.0,0.139,6,current,0-30,0
L503871,C103110,2023-02-08,500.0,0.132,6,current,0-30,0
L503872,C102401,2022-07-04,500.0,0.124,18,paid_off,0-30,0
L503873,C105577,2025-07-28,500.0,0.143,12,current,31-60,0
L503874,C105125,2025-08-14,500.0,0.084,12,delinquent,61-90,1
L503875,C101923,2023-07-14,500.0,0.129,36,paid_off,0-30,0
L503876,C107064,2024-01-11,500.0,0.092,36,current,0-30,0
L503877,C104309,2022-04-28,500.0,0.113,24,current,0-30,0
L503878,C107571,2025-02-01,500.0,0.129,48,current,0-30,0
L503879,C103106,2024-03-09,500.0,0.168,18,current,31-60,0
L503880,C101550,2025-05-26,500.0,0.108,12,default,>90,1
L503881,C101978,2022-12-10,500.0,0.167,12,current,0-30,0
L503882,C105302,2023-04-22,500.0,0.122,6,paid_off,0-30,0
L503883,C105027,2022-09-20,500.0,0.154,48,delinquent,31-60,0
L503884,C100355,2023-04-19,500.0,0.137,6,current,0-30,0
L503885,C101889,19/05/2022,500.0,0.056,12,current,0-30,0
L503886,C103431,2022-04-17,500.0,,12,paid_off,0-30,0
L503887,C106710,12/03/2022,500.0,0.126,12,default,>90,1
L503888,C107739,2025-05-03,500.0,0.126,36,current,0-30,0
L503889,C106667,2025-04-22,500.0,0.115,24,current,0-30,0
L503890,C101783,2023-08-04,500.0,0.125,12,paid_off,0-30,0
L503891,C105281,03/05/2024,500.0,0.125,12,default,charge-off,1
L503892,C105010,2024-04-05,500.0,0.098,36,current,0-30,0
L503893,C107837,2024-04-23,500.0,-0.023,12,current,0-30,0
L503894,C101343,2024-04-12,500.0,0.145,24,current,0-30,0
L503895,C103219,2022-10-04,500.0,0.21,6,paid_off,0-30,0
L503896,C107570,2025-09-01,500.0,0.115,24,paid_off,0-30,0
L503897,C103208,2024-03-02,500.0,0.104,24,delinquent,61-90,1
L503898,C100212,2025-07-29,500.0,0.082,12,paid_off,0-30,0
L503899,C104785,2024-05-06,500.0,,36,current,0-30,0
L503900,C100294,2025-05-03,500.0,0.155,18,current,0-30,0
L503901,C106297,05/01/2024,500.0,0.181,36,default,>90,1
L503902,C103418,2022-08-08,500.0,0.145,12,delinquent,31-60,0
L503903,C106333,2023-02-07,500.0,0.149,18,current,0-30,0
L503904,C102425,2024-05-23,500.0,0.181,12,current,0-30,0
L503905,C100297,2022-01-28,500.0,0.127,6,paid_off ,0-30,0
L503906,C106220,2025-07-05,500.0,0.17,12,current,0-30,0
L503907,C102004,2023-09-24,566.01,0.108,18,current,0-30,0
L503908,C102411,02/11/2024,500.0,0.123,12,delinquent,61-90,1
L503909,C107296,2023-06-22,500.0,0.093,36,paid_off,0-30,0
L503910,C103044,2025-06-11,500.0,0.125,36,current,0-30,0
L503911,C104902,01/09/2023,500.0,0.117,12,current,0-30,0
L503912,C103453,24/10/2024,500.0,0.088,12,current,0-30,0
L503913,C103270,2023-09-25,500.0,0.1,24,current,0-30,0
L503914,C106287,2024-01-28,500.0,0.116,12,DELINQUENT,61-90,1
L503915,C103530,2025-07-15,500.0,0.086,18,current,0-30,0
L503916,C101451,2023-09-26,500.0,0.153,24,current,0-30,0
L503917,C102193,2024-05-03,500.0,0.157,48,default,>90,1
L503918,C107425,2023-03-30,500.0,0.139,12,default,>90,1
L503919,C101052,2024-11-28,500.0,0.164,18,current,0-30,0
L503920,C107655,2022-02-10,500.0,0.161,12,current,31-60,0
L503921,C107943,2024-06-03,500.0,0.148,36,current,0-30 ,0
L503922,C103868,2022-12-07,500.0,0.125,12,current,0-30,0
L503923,C102335,2024-04-21,500.0,0.164,6,current,0-30,0
L503924,C106204,2022-01-23,500.0,0.175,36, paid_off,0-30 ,0
L503925,C100828,2022-04-24,500.0,0.102,12,current,0-30,0
L503926,C107200,2024-11-18,500.0,0.121,18,default,>90,1
L503927,C101337,09/02/2025,500.0,0.123,12,current,0-30,0
L503928,C103167,2022-10-09,500.0,0.084,24,current,0-30,0
L503929,C107168,2023-11-04,500.0,0.158,6,current,0-30,0
L503930,C101049,2023-09-24,500.0,0.118,12,current,0-30,0
L503931,C106613,2022-01-24,500.0,0.114,6,current,0-30,0
L503932,C105241,2025-03-09,500.0,0.129,12,paid_off,0-30,0
L503933,C101095,2022-06-21,500.0,0.093,24,current,0-30,0
L503934,C101796,2025-02-12,500.0,0.117,36,default,>90,1
L503935,C101753,2024-02-24,500.0,0.137,18,default,>90,1
L503936,C100738,2022-11-25,500.0,0.083,12,paid_off,0-30,0
L503937,C104523,2023-02-12,500.0,0.096,12,current,0-30,0
L503938,C103832,2023-04-16,500.0,0.137,12,current,0-30,0
L503939,C100095,2022-04-02,500.0,0.137,12,current,0-30,0
L503940,C100199,2024-08-13,500.0,0.042,12,current,0-30,0
L503941,C105593,2025-07-10,500.0,0.086,18,paid_off,0-30,0
L503942,C103477,2022-11-10,500.0,0.118,36,current,0-30,0
L503943,C104206,2022-09-09,500.0,0.132,12,delinquent,31-60,0
L503944,C100737,2023-07-06,500.0,0.168,24,current,0-30,0
L503945,C101962,18/04/2022,500.0,0.131,12,default,>90,1
L503946,C100317,2023-03-17,500.0,0.128,24,current,0-30,0
L503947,C104606,2023-07-20,500.0,0.118,12,current,0-30,0
L503948,C106480,2024-10-08,500.0,0.123,18,delinquent,31-60,0
L503949,C107900,2025-01-06,500.0,0.169,12,paid_off,0-30,0
L503950,C100774,2022-02-14,500.0,0.062,48,delinquent,61-90,1
L503951,C101789,2022-07-29,500.0,0.118,6,delinquent,31-60,0
L503952,C105505,2022-03-30,500.0,0.175,24,current,0-30,0
L503953,C103679,2024-07-21,500.0,0.117,24,paid_off,0-30,0
L503954,C103921,17/02/2022,500.0,0.154,18,current,0-30,0
L503955,C107109,2024-11-10,500.0,0.147,12,current,0-30,0
L503956,C105160,2023-07-24,500.0,0.072,12,delinquent,31-60,0
L503957,C101646,2023-03-15,500.0,0.154,6,current,0-30,0
L503958,C105076,09/10/2022,500.0,0.098,36,current,0-30,0
L503959,C103797,2023-01-30,500.0,0.129,12,current,31-60,0
L503960,C100069,2023-01-05,500.0,0.1,18,delinquent,31-60,0
L503961,C103476,2022-06-26,500.0,0.14,12,current,0-30,0
L503962,C105247,2022-01-23,500.0,0.143,24,current,31-60,0
L503963,C102243,13/12/2023,500.0,0.154,6,paid_off,0-30,0
L503964,C104827,2022-04-05,500.0,0.176,12,current,0-30,0
L503965,C105817,2022-06-13,500.0,0.094,48,delinquent,31-60,0
L503966,C107437,2023-02-13,500.0,0.128,24,current,0-30,0
L503967,C106309,2025-02-04,500.0,0.072,12,current,0-30,0
L503968,C107103,22/06/2022,500.0,0.091,12,current,0-30,0
L503969,C105720,2022-07-23,500.0,,6,current,0-30,0
L503970,C105134,2024-10-08,500.0,0.139,12,current,0-30,0
L503971,C100162,2023-11-29,500.0,0.131,12,DELINQUENT,31-60,0
L503972,C106141,2024-02-26,500.0,0.092,6,current,0-30,0
L503973,C104357,2022-02-10,500.0,0.137,12,paid_off,0-30,0
L503974,C102735,2025-03-05,500.0,0.126,36,current,0-30,0
L503975,C102589,2024-06-08,500.0,0.121,24,delinquent,61-90,1
L503976,C105742,2025-08-09,500.0,0.093,48,paid_off,0-30,0
L503977,C107510,2024-01-12,500.0,0.119,24,current,31-60,0
L503978,C103380,08/09/2022,500.0,0.123,6,paid_off,0-30,0
L503979,C103858,2024-03-08,500.0,0.14,48,current,31-60,0
L503980,C105223,2022-06-05,500.0,0.076,24,current,0-30,0
L503981,C105207,2022-02-23,500.0,0.099,24,current,0-30,0
L503982,C106693,01/08/2024,500.0,0.154,18,current,0-30,0
L503983,C107374,2022-03-25,500.0,0.101,24,default,charge-off,1
L503984,C102665,2025-04-20,500.0,0.113,24,current,0-30,0
L503985,C104451,30/08/2023,500.0,0.142,12,current,0-30,0
L503986,C107954,2022-10-07,500.0,,24,current,0-30,0
L503987,C103062,04/01/2022,500.0,0.086,36,current,0-30,0
L503988,C101507,2023-01-20,500.0,0.086,36,delinquent,31-60,0
L503989,C102958,2025-09-22,500.0,0.1,12,current,0-30,0
L503990,C107835,2025-05-22,500.0,0.108,36,delinquent,61-90,1
L503991,C107185,2022-09-02,500.0,0.129,6,paid_off,0-30,0
L503992,C107232,2024-01-11,500.0,0.089,12,paid_off, 0-30,0
L503993,C102280,2022-11-25,500.0,0.116,48,current,0-30,0
L503994,,20/03/2022,500.0,0.1,24,current,0-30,0
L503995,C105643,2023-11-09,500.0,0.136,12,paid_off,0-30,0
L503996,C103279,2023-01-08,500.0,0.112,12,current,0-30,0
L503997,C103276,2023-01-27,500.0,0.095,36,current,0-30,0
L503998,C100125,2025-04-17,500.0,0.096,24,delinquent,31-60,0
L503999,C106498,2023-03-06,500.0,0.091,24,paid_off,0-30,0
L504000,,14/01/2023,500.0,0.152,24,current,0-30,0
L504001,C100576,2023-10-25,500.0,0.085,6,current,0-30,0
L504002,C104427,02/04/2025,500.0,0.097,12,delinquent,31-60,0
L504003,C103936,2022-08-21,500.0,0.095,36,current,0-30,0
L504004,C107039,2024-05-31,500.0,0.114,18,paid_off,0-30,0
L504005,C100907,2024-06-26,500.0,0.098,18,delinquent,31-60,0
L504006,C100132,2022-03-08,500.0,0.159,12,current,0-30,0
L504007,C104758,2022-10-23,500.0,0.135,12,current,0-30,0
L504008,C107899,25/02/2025,500.0,0.134,24,current,0-30,0
L504009,C106034,27/06/2024,500.0,0.117,36,delinquent,31-60,0
L504010,C105613,2023-04-04,500.0,0.138,24,current,0-30,0
L504011,C107596,2024-04-20,500.0,0.097,18,current,0-30,0
L504012,C104569,2022-06-30,500.0,0.12,24,current,0-30,0
L504013,C104765,2022-06-01,500.0,0.131,24,CURRENT,0-30,0
L504014,C101870,2024-10-20,500.0,0.136,36,current,0-30,0
L504015,C106776,2022-05-12,500.0,0.126,18,default,>90,1
L504016,C105078,03/09/2022,500.0,0.124,18,current,0-30,0
L504017,C103186,2024-06-11,500.0,0.168,6,current,0-30,0
L504018,C101666,2024-01-18,500.0,0.13,6,delinquent,31-60,0
L504019,C104543,2025-08-11,500.0,0.099,24,delinquent,31-60,0
L504020,C100222,2023-10-18,500.0,0.132,24,default,>90,1
L504021,C104009,2023-01-29,500.0,0.125,48,current,0-30,0
L504022,C103614,2022-01-12,500.0,0.16,36,CURRENT,0-30,0
L504023,C105235,2025-06-27,500.0,0.128,36,delinquent,31-60,0
L504024,C100021,24/12/2023,500.0,0.152,12,default,>90,1
L504025,C104625,2022-07-20,500.0,0.116,24,paid_off,0-30,0
L504026,C106061,19/09/2025,500.0,0.127,24,default,charge-off,1
L504027,C106073,09/03/2022,500.0,0.168,36,current,0-30,0
L504028,C107917,09/10/2024,500.0,0.14,24,current,0-30,0
L504029,C107573,2023-06-10,500.0,0.066,12,current,0-30,0
L504030,C101800,2022-06-19,500.0,0.143,18,current,0-30,0
L504031,C100665,2023-05-30,500.0,0.129,24,current,31-60,0
L504032,C100053,10/04/2024,500.0,0.154,36,paid_off,0-30,0
L504033,C106690,2023-07-26,500.0,0.112,48,paid_off,0-30,0
L504034,C106497,2022-12-23,500.0,0.091,12,current,0-30,0
L504035,C102733,29/11/2022,500.0,0.141,36,current,0-30,0
L504036,C102718,2025-08-12,500.0,0.075,18,current, 0-30,0
L504037,C106824,2022-04-10,500.0,0.156,36,current,0-30,0
L504038,C106766,2025-09-26,500.0,0.103,18,current ,0-30,0
L504039,C107863,2024-11-17,500.0,0.096,6,current,0-30,0
L504040,C103565,2023-05-09,500.0,0.175,36,default,>90,1
L504041,C105733,2023-03-22,500.0,0.102,6,paid_off,0-30,0
L504042,C105443,2025-05-19,500.0,0.117,48,current,0-30,0
L504043,C100191,2022-05-15,500.0,0.141,24,current,0-30,0
L504044,C103998,2024-05-31,500.0,0.156,6,current,0-30,0
L504045,C100127,2023-01-29,500.0,0.09,24,default,charge-off,1
L504046,C106806,2023-03-23,500.0,0.11,18,paid_off,0-30,0
L504047,C101731,2023-09-27,500.0,0.116,6,paid_off,0-30,0
L504048,C105885,2024-05-02,500.0,0.109,12,paid_off,0-30,0
L504049,C102442,2025-03-14,500.0,0.087,48,current,0-30,0
L504050,C100159,2024-04-23,500.0,0.082,6,current,0-30,0
L504051,C104730,2025-05-23,500.0,0.07,12,delinquent,31-60,0
L504052,C101985,2022-05-11,500.0,0.126,36,current,0-30,0
L504053,C107384,03/11/2022,500.0,0.101,12,current,0-30,0
L504054,C100596,2025-09-08,500.0,0.128,18,current,0-30,0
L504055,C107920,25/02/2022,500.0,0.12,36,current,0-30,0
L504056,C104422,2022-06-09,500.0,0.148,18,current,0-30,0
L504057,C105433,2022-01-14,500.0,0.105,12,current,0-30,0
L504058,C105923,11/03/2022,500.0,0.134,12,current,0-30,0
L504059,C107219,2025-06-27,500.0,0.108,12,current,0-30,0
L504060,C101875,2024-03-26,500.0,0.152,18,current,0-30,0
L504061,C106049,2022-12-14,500.0,0.111,24,current,0-30,0
L504062,C104912,2022-03-24,500.0,0.113,12,default,>90,1
L504063,C106699,01/04/2024,500.0,0.119,12,delinquent,61-90,1
L504064,C100248,2023-10-15,500.0,0.153,24,current,0-30,0
L504065,C106452,2024-04-21,500.0,0.163,24,current,0-30,0
L504066,C105067,2024-07-19,500.0,0.159,36,paid_off,0-30,0
L504067,C107307,2024-11-03,500.0,0.169,12,current,0-30,0
L504068,C107710,2024-05-27,500.0,0.187,36,current,0-30,0
L504069,C104021,2022-03-27,500.0,0.123,36,current,0-30,0
L504070,C107826,2023-01-02,500.0,0.114,12,current,0-30,0
L504071,C104989,2023-09-28,500.0,0.067,18,current ,0-30,0
L504072,C105472,2022-11-13,500.0,0.105,48,current,0-30,0
L504073,C100374,2024-09-16,500.0,0.176,48,current,0-30,0
L504074,C103166,2023-12-16,500.0,0.157,24,paid_off,0-30,0
L504075,C104788,2022-02-13,500.0,0.121,24,current,0-30,0
L504076,C105734,2022-12-04,500.0,0.089,18,paid_off,0-30,0
L504077,C103487,2025-03-18,500.0,0.114,12,current,0-30,0
L504078,C103698,30/11/2024,500.0,0.147,24,current,0-30,0
L504079,C105154,2025-04-11,500.0,0.094,36,paid_off,0-30,0
L504080,C101654,2023-10-03,500.0,0.085,6,paid_off,0-30,0
L504081,C101680,2025-04-29,500.0,0.131,48,current,0-30,0
L504082,C103999,2022-05-20,500.0,0.121,24,delinquent,31-60,0
L504083,C106324,2023-10-30,500.0,0.136,6,current,0-30,0
L504084,C103616,28/08/2022,500.0,0.134,24,current,0-30,0
L504085,C104012,2022-08-08,500.0,0.11,36,current,0-30,0
L504086,C103751,2022-12-24,500.0,0.088,6,current,0-30,0
L504087,C107375,10/06/2023,500.0,0.053,36,CURRENT,0-30,0
L504088,C104952,14/06/2024,500.0,0.125,48,current,0-30,0
L504089,C100917,2023-01-17,500.0,0.087,24,current,0-30,0
L504090,C105666,2023-11-05,500.0,0.083,24,current,0-30,0
L504091,C105096,2025-05-25,500.0,0.051,36,current,0-30,0
L504092,C102286,2025-07-19,500.0,0.155,6,paid_off,0-30,0
L504093,C105975,2023-09-03,500.0,0.106,12,current,0-30,0
L504094,C102271,2022-08-31,500.0,0.077,6,paid_off,0-30,0
L504095,C107964,2024-06-09,500.0,0.157,12,current,0-30,0
L504096,C107186,2022-11-18,500.0,0.172,12,paid_off,0-30,0
L504097,C104016,2024-06-05,500.0,0.118,24,paid_off,0-30,0
L504098,C104672,2024-08-09,500.0,0.155,12,delinquent,31-60,0
L504099,C104664,2024-11-09,500.0,0.148,12,current,0-30,0
L504100,C107891,2024-08-28,500.0,0.052,36,paid_off,0-30,0
L504101,C106902,2024-05-03,500.0,0.136,24,current,0-30,0
L504102,C102985,2024-02-07,500.0,0.131,24,paid_off,0-30,0
L504103,C106857,2023-02-18,500.0,0.157,48,current,0-30,0
L504104,C101093,2025-09-22,500.0,0.062,12,current,0-30,0
L504105,C104808,2022-01-15,500.0,0.074,12,paid_off,0-30 ,0
L504106,C103791,2024-09-15,500.0,0.12,18,current,0-30,0
L504107,C104561,2024-04-05,500.0,0.126,18,current,0-30,0
L504108,C103826,2022-02-01,500.0,0.09,12,current,0-30,0
L504109,C101028,2022-07-20,500.0,0.097,18,current,0-30,0
L504110,C102706,2025-06-06,500.0,0.109,12,paid_off,0-30,0
L504111,C104735,06/01/2025,500.0,0.103,12,paid_off, 0-30,0
L504112,C103886,2025-09-21,500.0,0.11,24,current,0-30,0
L504113,C103734,2025-08-09,500.0,0.127,36,delinquent,31-60,0
L504114,C104494,22/03/2025,500.0,0.173,24,paid_off,0-30,0
L504115,C100686,30/04/2025,500.0,0.148,24,delinquent,61-90,1
L504116,C102534,2022-03-12,500.0,0.119,12,delinquent,31-60,0
L504117,C104880,2024-02-29,500.0,0.104,12,default,charge-off,1
L504118,C104783,2025-08-22,500.0,0.12,12, current,0-30,0
L504119,C101201,2023-05-26,500.0,0.133,24,current,0-30,0
L504120,C107778,2024-10-10,500.0,0.113,36,delinquent,31-60,0
L504121,C104116,2022-10-01,500.0,0.104,24,delinquent,31-60,0
L504122,C107197,2023-08-01,500.0,0.101,18,current,0-30,0
L504123,C100313,2023-04-05,500.0,0.118,6,default,>90,1
L504124,C102265,05/05/2023,500.0,0.122,12,current,0-30,0
L504125,C101477,14/08/2025,500.0,0.098,12,delinquent,31-60,0
L504126,C107606,2023-10-21,500.0,0.119,12,current,0-30 ,0
L504127,C107976,2025-07-25,500.0,0.131,18,current,0-30,0
L504128,C106093,2024-03-31,500.0,0.139,18,current,0-30,0
L504129,C101204,2023-04-01,500.0,0.097,12,current,0-30,0
L504130,C104071,2023-12-16,500.0,0.147,48,default,>90,1
L504131,C106137,2024-07-11,500.0,0.131,12,current,0-30,0
L504132,C103210,2024-07-21,500.0,0.087,24,default,charge-off,1
L504133,C101897,2025-09-14,500.0,0.129,36,current,0-30,0
L504134,C104908,2022-05-26,500.0,,18,current ,0-30,0
L504135,C105578,28/02/2025,500.0,0.105,12,current,0-30,0
L504136,C107872,2024-01-18,500.0,0.101,24,current,0-30,0
L504137,C107935,2022-09-09,500.0,0.057,12,current, 0-30,0
L504138,C105736,2023-12-23,500.0,0.079,6,default,charge-off,1
L504139,C102662,10/01/2025,500.0,0.174,12,current,0-30,0
L504140,C103115,2024-03-13,500.0,0.153,12,current,0-30,0
L504141,C102672,2024-12-31,500.0,0.123,12,current,0-30,0
L504142,C101031,11/02/2022,500.0,0.155,48,current,31-60,0
L504143,C104469,2022-10-04,500.0,0.111,12,delinquent,61-90,1
L504144,C105705,2025-04-24,500.0,0.082,12,current,0-30,0
L504145,C106265,2024-11-24,500.0,0.08,18,current,0-30,0
L504146,C107004,2025-05-06,500.0,0.104,36,current,0-30,0
L504147,C102905,07/12/2023,500.0,0.118,12,current,0-30,0
L504148,C102535,04/06/2025,500.0,0.143,12,current,0-30,0
L504149,C105886,2022-09-13,500.0,0.128,24,paid_off,0-30,0
L504150,C107431,2023-01-28,500.0,0.093,12,current,0-30,0
L504151,C102142,2022-04-27,500.0,0.126,24,current,0-30,0
L504152,C101659,2025-04-27,500.0,0.124,12,delinquent,61-90,1
L504153,C107947,2024-06-23,500.0,0.122,24,paid_off,0-30,0
L504154,C104508,2024-03-26,500.0,0.089,6,current,0-30,0
L504155,C103543,2025-08-20,500.0,0.161,12,current,0-30,0
L504156,C107915,2024-12-14,500.0,0.13,12,current,0-30,0
L504157,C106999,10/12/2023,500.0,0.075,36,current,0-30,0
L504158,C101056,2023-07-26,500.0,0.086,18,paid_off,0-30,0
L504159,C106335,2023-08-10,500.0,0.15,12,current,0-30,0
L504160,C101839,2022-08-12,500.0,0.125,18,current,0-30,0
L504161,C104449,2025-04-21,500.0,0.099,36,current,0-30,0
L504162,C105623,2022-08-26,500.0,0.134,18,delinquent,31-60,0
L504163,C101742,2023-06-12,500.0,0.137,18,default,charge-off,1
L504164,C101774,2023-11-09,500.0,0.086,24,current,0-30,0
L504165,C107049,2024-01-06,500.0,0.123,36,current,0-30,0
L504166,C106132,2025-07-12,500.0,0.13,18,delinquent,61-90,1
L504167,C105540,2023-01-13,500.0,0.111,24,current,0-30,0
L504168,C104329,2023-04-20,500.0,0.159,24,delinquent ,31-60,0
L504169,C107681,04/08/2022,500.0,0.128,36,current,0-30,0
L504170,C100796,2022-05-05,500.0,0.046,36,current,31-60,0
L504171,C102434,2023-02-26,500.0,0.112,24,paid_off,0-30,0
L504172,C101469,2022-08-30,500.0,0.054,12,current,0-30,0
L504173,C102552,2025-08-30,500.0,0.179,12,current,0-30,0
L504174,C100228,2023-08-22,500.0,0.144,24,current,31-60,0
L504175,C104241,2024-01-11,500.0,0.136,12,paid_off,0-30,0
L504176,C102159,2024-02-10,500.0,0.123,24,current,0-30,0
L504177,C106789,2023-03-19,500.0,0.112,48,current,0-30,0
L504178,C100380,2025-01-01,500.0,0.078,24,delinquent,31-60,0
L504179,C105689,28/03/2024,500.0,0.113,24,current,0-30,0
L504180,C104435,2024-10-24,500.0,0.107,36,current,0-30,0
L504181,C100351,2023-11-13,500.0,0.111,18,paid_off,0-30,0
L504182,C106222,2022-06-09,500.0,0.119,24,current,0-30,0
L504183,C106757,2025-09-17,500.0,0.115,24,current,0-30,0
L504184,C103660,2025-03-28,500.0,0.106,24,delinquent,31-60,0
L504185,C103329,2022-04-24,500.0,0.113,6,current,0-30,0
L504186,C102937,2024-10-26,500.0,0.134,24,delinquent,61-90,1
L504187,C103634,2022-02-10,500.0,0.183,12,delinquent,31-60,0
L504188,C106747,2023-05-02,500.0,0.139,24,current,0-30,0
L504189,C106489,17/01/2024,500.0,0.117,12,paid_off,0-30,0
L504190,C107107,2023-11-17,500.0,0.085,12,current,0-30,0
L504191,C103506,2023-01-08,500.0,0.097,24,current,0-30,0
L504192,C103816,2022-01-30,500.0,0.047,36,current,0-30,0
L504193,C104968,31/01/2025,500.0,0.125,18,delinquent,61-90,1
L504194,C104838,2025-06-11,500.0,0.104,24,delinquent,61-90,1
L504195,C103930,2024-02-19,500.0,0.135,24,current,0-30,0
L504196,C103107,23/09/2024,500.0,0.046,6,paid_off,0-30,0
L504197,C106864,2023-07-23,500.0,0.096,12,current,0-30,0
L504198,C106681,2024-05-01,500.0,0.131,24,delinquent,61-90,1
L504199,C101227,2022-09-13,500.0,0.144,6,paid_off,0-30,0
L504200,C103362,2023-02-21,500.0,0.174,12,current,0-30,0
L504201,C106444,2025-05-19,500.0,0.098,12,current,0-30,0
L504202,C100595,12/12/2022,500.0,0.118,12,default,charge-off,1
L504203,C100022,2022-03-12,500.0,0.163,12,current,31-60,0
L504204,C102625,2023-05-04,500.0,0.115,12,default,charge-off,1
L504205,C105865,24/07/2023,500.0,0.072,18,current,0-30,0
L504206,C102998,2024-11-23,500.0,0.145,12,current,0-30,0
